imdb_id,title,rating,link,votes,genre,cast,runtime,type,netflix,plot,keywords,release,year,poster,youtube
tt3986586,Fuller House,6.7,https://www.imdb.com/title/tt3986586,25310,"Comedy, Family","['Candace Cameron Bure', 'Jodie Sweetin', 'Andrea Barber', 'Michael Campion']",30,Series,None,"In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller.","spin-off-sequel, 2010s, female-protagonist, sister, best-friend, widow, sequel",26 Feb 2016,2016,https://m.media-amazon.com/images/M/MV5BMjAxMzU5MzA0MF5BMl5BanBnXkFtZTgwODgyOTg1MzI@._V1_SX300.jpg,None
tt0367279,Arrested Development,8.7,https://www.imdb.com/title/tt0367279,282609,"Comedy","['Jason Bateman', 'Michael Cera', 'Portia de Rossi']",22,Series,https://www.netflix.com/browse?jbv=70140358,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","dysfunctional-family, amateur-magician, failed-actor, blue-man, orange-county-california, black-comedy, family-relationships, destroying-evidence, older-woman-younger-man-relationship, hook-for-hand, bad-parenting, homosexual-subtext, voice-over-narration, father-son-relationship, crooked-businessman",02 Nov 2003,2003,https://m.media-amazon.com/images/M/MV5BNTFlYTE2YTItZmQ1NS00ZWQ5LWI3OGUtYTQzNDMyZmEyYTZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,None
tt1832979,Hart of Dixie,7.7,https://www.imdb.com/title/tt1832979,48196,"Comedy, Drama, Romance","['Rachel Bilson', 'Jaime King', 'Cress Williams']",60,Series,None,"New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find that he has died and left half the practice to her in his will.","fish-out-of-water, doctor, female-doctor, small-town, female-protagonist, medical, alabama, new-yorker, scolding, rascal, bare-chested-male, female-nurse, nurse, latex-gloves, kiss",26 Sep 2011,2011,https://m.media-amazon.com/images/M/MV5BMTk2NDU1MzQ3NF5BMl5BanBnXkFtZTcwNDk2NzQzNg@@._V1_SX300.jpg,None
tt5460226,Search Party,7.7,https://www.imdb.com/title/tt5460226,7370,"Comedy, Crime, Drama","['Alia Shawkat', 'John Reynolds', 'John Early']",24,Series,None,"Search Party is a dark comedy about four self-absorbed twenty-somethings who become entangled in an ominous mystery when a former college acquaintance suddenly disappears.","college",17 Nov 2016,2016,https://m.media-amazon.com/images/M/MV5BOTc4N2MyZjYtZWFkMy00ZDdiLTg1YmYtNTE4MTgyYmQ4NTEyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,None
tt7146812,Onward,7.4,https://www.imdb.com/title/tt7146812,119288,"Animation, Adventure, Comedy","['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus']",102,Movie,None,"Two elven brothers embark on a quest to bring their father back for one day.","brother-brother-relationship, brother-brother-bonding, manticore, birthday, lesbian, lgbt, alternate-universe, cgi-animation, creature, computer-animation, singing-in-a-car, father-son-bonding, centaur, cgi-film, cyclops",06 Mar 2020,2020,https://m.media-amazon.com/images/M/MV5BMTZlYzk3NzQtMmViYS00YWZmLTk5ZTEtNWE0NGVjM2MzYWU1XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,None
tt6673612,Dolittle,5.6,https://www.imdb.com/title/tt6673612,52565,"Adventure, Comedy, Family","['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']",101,Movie,None,"A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.","gorilla, grief, duck, live-action-cgi-hybrid, ship, voyage, queen-victoria, veterinarian, menagerie, live-action-and-animation, cgi-animal-in-live-action-title, talking-to-an-animal, human-animal-friendship, close-up-of-eyes, close-up-of-eye",17 Jan 2020,2020,https://m.media-amazon.com/images/M/MV5BMDNkODA5ZGQtODczOS00OTQxLThhMTItMjk0ZmNhMDM0YjNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,None
tt3152592,Scoob!,5.7,https://www.imdb.com/title/tt3152592,22154,"Animation, Adventure, Comedy","['Will Forte', 'Mark Wahlberg', 'Jason Isaacs']",93,Movie,None,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone ima","shared-universe, scooby-doo-character, great-dane, cartoon-dog, dog, based-on-cartoon, talking-animal, reboot-of-series, psychotronic-film, talking-pet, dick-dastardly-character, crossover, captain-caveman-character, dynomutt-character, the-blue-falcon-character",15 May 2020,2020,https://m.media-amazon.com/images/M/MV5BZTJmODM0MDQtMTRjYy00YWZjLThjODItMzQ5N2I2NDBjYzA1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,None
tt8179470,Looks That Kill,6.4,https://www.imdb.com/title/tt8179470,2727,"Comedy, Drama, Romance","['Brandon Flynn', 'Tom Proctor', 'Annie Mumolo']",92,Movie,None,"The story of a teenage boy who deals with the ups and downs of being lethally attractive.","boy, bandaged-face, valentine's-day, first-date, retirement-home, christmas-tree, flatline, maid-costume, homophobic-slur, high-school-dance, mugshot, reference-to-danielle-steel, written-by-director, scene-during-end-credits",19 Jun 2020,2020,https://m.media-amazon.com/images/M/MV5BZTZhMWYzMWQtNmJkYi00YjE5LWJmNGUtZjE4ODdjZjYzMDVjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,None
tt8398600,After Life,8.4,https://www.imdb.com/title/tt8398600,90374,"Comedy, Drama","['Ricky Gervais', 'Tom Basden', 'Tony Way', 'Diane Morgan']",30,Series,https://www.netflix.com/browse?jbv=80998491,"After Tony's wife dies unexpectedly, his nice-guy persona is altered into an impulsive, devil-may-care attitude; taking his old world by storm.","newspaper-office, dog, husband-wife-relationship, suicide, mailman, sex-worker, widow, two-word-title, love, loss-of-loved-one, suicidality, depression, bereavement, coping, bitterness",08 Mar 2019,2019,https://m.media-amazon.com/images/M/MV5BZjdjOWIxMDgtYTgwNS00MjE4LTliZWYtZGI1NDhhZmIyYjM1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,None
tt3794354,Sonic the Hedgehog,6.5,https://www.imdb.com/title/tt3794354,100256,"Action, Adventure, Comedy, Sci-Fi","['Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Tika Sumpter']",99,Movie,None,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","based-on-video-game, hedgehog, sonic-the-hedgehog-character, small-town, live-action-adaptation, talking-animal, villain, alien, extraterrestrial, live-action-cgi-hybrid, highway, anthropomorphic-hedgehog, bar-fight, power-ring, speed",14 Feb 2020,2020,https://m.media-amazon.com/images/M/MV5BMDk5Yzc4NzMtODUwOS00NTdhLTg2MjEtZTkzZjc0ZWE2MzAwXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX300.jpg,None
tt7221388,Cobra Kai,8.6,https://www.imdb.com/title/tt7221388,120495,"Action, Comedy, Drama","['Courtney Henggeler', 'Mary Mouser', 'Tanner Buchanan']",30,Series,None,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","web-series, 30-years-later, sensei, tv-sequel-to-theatrical-movie, alliterative-title, karate-kid, california, two-word-title, martial-artist, father-figure, coors-beer, southern-california, father-son-relationship, karate-dojo, karate-teacher",02 May 2018,2018,https://m.media-amazon.com/images/M/MV5BOTE1M2Q3YjQtZGMzYy00MDcwLWIzNzctYzI3MDBhMjBmYTQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,None
tt9052870,Chhichhore,8.3,https://www.imdb.com/title/tt9052870,39215,"Comedy, Drama","['Sushant Singh Rajput', 'Shraddha Kapoor', 'Varun Sharma']",143,Movie,None,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.","friendship, hostel-life",06 Sep 2019,2019,https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,None
tt0312172,Monk,8.0,https://www.imdb.com/title/tt0312172,67636,"Comedy, Crime, Drama","['Tony Shalhoub', 'Jason Gray-Stanford', 'Ted Levine']",44,Series,None,"The series follows Adrian Monk, a brilliant former San Francisco detective, who now consults the police as a private consultant who battles with an obsessive-compulsive disorder.","obsessive-compulsive-disorder, 2000s, 21st-century, character-name-as-series-title, tony-shalhoub-character, male-protagonist, universal, usa-network, detective, murder, ocd, latex-gloves, caucasian, series-title-spoken-by-character, surname-as-series-title",12 Jul 2002,2002,https://m.media-amazon.com/images/M/MV5BM2M4NjM0N2QtMDlmNi00NzNkLWEyYjItOTczMjk1ZjU2NDdiXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,None
tt0083399,Cheers,7.9,https://www.imdb.com/title/tt0083399,49442,"Comedy, Drama","['Ted Danson', 'Rhea Perlman', 'John Ratzenberger']",22,Series,None,"The regulars of the Boston bar "Cheers" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.","bar, bartender, boston-massachusetts, psychiatrist, mailman, womanizer, long-running-tv, famous-opening-theme, neo-screwball-comedy, one-word-series-title, series-title-appears-in-writing, recovering-alcoholic, former-athlete, ensemble-cast, male-protagonist",30 Sep 1982,1982,https://m.media-amazon.com/images/M/MV5BNTY0ZWFmNTktOGNjNi00M2Y0LWE1ODItZWY4Mzk3MzVjMDgzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,None
tt9214832,Emma.,6.7,https://www.imdb.com/title/tt9214832,38505,"Comedy, Drama, Romance","['Anya Taylor-Joy', 'Angus Imrie', 'Letty Thomas', 'Gemma Whelan']",124,Movie,None,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.","nineteenth-century, female-protagonist, selfishness, friend, horse-and-carriage, wedding, woman-wears-a-wedding-dress, man-dresses-a-man, farmer, painting, marriage-proposal, declaration-of-love, practicing-a-dance, ball-the-dance, apology",06 Mar 2020,2020,https://m.media-amazon.com/images/M/MV5BOGRiODEzM2QtOTUyYi00MWRlLTg4MzMtZGI0YmUzNWUyMjQ0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,None
tt2802144,Kingsman: The Secret Service,7.7,https://www.imdb.com/title/tt2802144,604103,"Action, Adventure, Comedy, Thriller","['Adrian Quinton', 'Colin Firth', 'Mark Strong', 'Jonno Davies']",129,Movie,None,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","spy, training, female-rear-nudity, class-differences, death-of-father, secret-organization, lisp, sliced-in-two, mentor, torture, murder, burned-alive, female-assassin, based-on-comic-book, action-hero",13 Feb 2015,2014,https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,None
tt1375670,Grown Ups,5.9,https://www.imdb.com/title/tt1375670,233010,"Comedy","['Adam Sandler', 'Salma Hayek', 'Kevin James']",102,Movie,None,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","reunited-friends, funeral, old-friends-reunited, ash-scattering, pregnant-wife, pregnant-woman, voyeur, cleavage, scattering-cremated-ashes, cheerleader-uniform, pregnancy, cannoli, mexican-actress-playing-american-character, sexy-woman, basketball",25 Jun 2010,2010,https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,None
tt1219024,Castle,8.1,https://www.imdb.com/title/tt1219024,143201,"Comedy, Crime, Drama","['Nathan Fillion', 'Stana Katic', 'Susan Sullivan']",43,Series,None,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard "Rick" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes","new-york-police-department, female-detective, new-york-city, homicide-investigation, novelist, crime-writer, police-investigation, murder-investigation, criminal-investigation, usa, whodunit, homicide-detective, author, best-selling-author, police-detective",09 Mar 2009,2009,https://m.media-amazon.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@._V1_SX300.jpg,None
tt0264235,Curb Your Enthusiasm,8.7,https://www.imdb.com/title/tt0264235,106709,"Comedy","['Larry David', 'Cheryl Hines', 'Jeff Garlin']",28,Series,None,"The life and times of Larry David and the predicaments he gets himself into with his friends and complete strangers.","actor-playing-himself, misperception, misconception, misunderstanding, husband-wife-relationship, mishap, celebrity, unlucky, bad-luck, misfortune, discussion, improvisation, actor-shares-first-name-with-character, mockumentary, man-wears-eyeglasses",15 Oct 2000,2000,https://m.media-amazon.com/images/M/MV5BZjYyMmJjYWUtZjBjMS00MWQzLTk0OWYtYzU1MmE3NzFhZjJkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,None
tt0109127,Angels in the Outfield,6.2,https://www.imdb.com/title/tt0109127,29867,"Comedy, Family, Fantasy, Sport","['Danny Glover', 'Brenda Fricker', 'Tony Danza', 'Christopher Lloyd']",102,Movie,None,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.","angel, remake, foster-home, friendship-between-boys, boy, prayer, baseball-manager, sports-commentator, slapstick-comedy, adoption, baseball, baseball-movie, color-remake-of-black-and-white-film, sports-team, title-spoken-by-character",15 Jul 1994,1994,https://m.media-amazon.com/images/M/MV5BZDE1MWU1ZDQtOTg3YS00MTEwLTkxNjItMDQzY2UxMThjYmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt0088526,The Golden Girls,8.0,https://www.imdb.com/title/tt0088526,32984,"Comedy, Drama","['Bea Arthur', 'Betty White', 'Rue McClanahan']",30,Series,None,"Four previously married women live together in Miami, sharing their various experiences together and enjoying themselves despite hard times. Spin-offs Nurses (1991) and Empty Nest (1988).","1990s, 1980s, female-protagonist, female-immigrant, elderly-woman, elderly-mother, immigrant-mother, group-of-friends, female-teacher, group-hug, slut, continuity-error, bamboo-purse, trading-insults, hitting-someone-with-a-newspaper",14 Sep 1985,1985,https://m.media-amazon.com/images/M/MV5BNDgyZDYwZTQtNzhmMS00MmU5LTgyYzEtNzAwZDNlZjkxZGMxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,None
tt4520988,Frozen II,6.8,https://www.imdb.com/title/tt4520988,145574,"Animation, Adventure, Comedy, Family, Fantasy, Musical","['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff']",103,Movie,None,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","autumn, anthropomorphic-snowman, magic, princess, salamander, magical-power, mysterious-voice, second-part, disney-animated-sequel, anthropomorphism, snowman, rock, ice, horse, forest",22 Nov 2019,2019,https://m.media-amazon.com/images/M/MV5BMjA0YjYyZGMtN2U0Ni00YmY4LWJkZTItYTMyMjY3NGYyMTJkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,None
tt0089218,The Goonies,7.8,https://www.imdb.com/title/tt0089218,250688,"Adventure, Comedy, Family","['Sean Astin', 'Josh Brolin', 'Jeff Cohen']",114,Movie,None,"A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.","treasure-hunt, group-of-friends, treasure-map, teen-comedy, treasure, map, pirate, teen-movie, outlaw, hidden-treasure, hiking, sailing-ship, escaped-prisoner, friend, tied-up",07 Jun 1985,1985,https://m.media-amazon.com/images/M/MV5BODRlMjRkZGEtZWM2Zi00ZjYxLWE0MWUtMmM1YWM2NzZlOTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt10062292,Never Have I Ever,7.9,https://www.imdb.com/title/tt10062292,28520,"Comedy","['Maitreyi Ramakrishnan', 'Darren Barnet', 'Poorna Jagannathan']",30,Series,None,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.","teenager, school, friendship, coming-of-age, indian-american, student, girl, netflix-original, teenage",27 Apr 2020,2020,https://m.media-amazon.com/images/M/MV5BYzU3Nzc1MDktY2U1Ni00MmM1LWJiYTMtNzc1ZjMzMWVhZDQzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,None
tt6439020,The Personal History of David Copperfield,6.4,https://www.imdb.com/title/tt6439020,16367,"Comedy, Drama","['Dev Patel', 'Hugh Laurie', 'Tilda Swinton']",119,Movie,None,"A modern take on Charles Dickens's classic tale of a young orphan who is able to triumph over many obstacles.","1800s, fate, kite, orphan, child-labour, poverty, writer, aunt, cruel-stepfather, schizophrenic, period-film, nineteenth-century, london-england, book-adaptation, david-copperfield-character",28 Aug 2020,2019,https://m.media-amazon.com/images/M/MV5BMjdhZmUxZTMtOWRmZS00ZmY0LTgxMzMtZjRjZDg2MTExY2IyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,None
tt5687612,Fleabag,8.7,https://www.imdb.com/title/tt5687612,114537,"Comedy, Drama","['Phoebe Waller-Bridge', 'Sian Clifford', 'Olivia Colman']",27,Series,None,"A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.","promiscuity, sister-sister-relationship, female-friendship, stepmother-stepdaughter-relationship, break-up, promiscuous-woman, female-masturbation, british-comedy, best-friend, sexting, father-daughter-relationship, boyfriend-girlfriend-relationship, single-woman, female-protagonist, twenty-something",16 Sep 2016,2016,https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_SX300.jpg,None
tt0410975,Desperate Housewives,7.5,https://www.imdb.com/title/tt0410975,119004,"Comedy, Drama, Mystery","['Teri Hatcher', 'Felicity Huffman', 'Marcia Cross']",45,Series,None,"Secrets and truths unfold through the lives of female friends in one suburban neighborhood, after the mysterious suicide of a neighbor.","voice-over-narration, undercover, husband-wife-relationship, conflict-of-interest, female-protagonist, friend, neighborhood, suicide, secret, scolding, jealousy, sex, gay, death, 2010s",03 Oct 2004,2004,https://m.media-amazon.com/images/M/MV5BYzI2MTFjZDktYTZhNS00YTU2LWI5ZTMtM2MzNDU1YjNhNTJlXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,None
tt6916746,Alexa & Katie,7.5,https://www.imdb.com/title/tt6916746,3482,"Comedy, Drama","['Paris Berelc', 'Isabel May', 'Jolie Jenkins', 'Emery Kelly']",25,Series,None,"Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.","time",23 Mar 2018,2018,https://m.media-amazon.com/images/M/MV5BNTk2NzY2NTItYWFhMS00NGM5LWIwNTgtMTEwNzdiMzE4Njk3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,None
tt2283362,Jumanji: Welcome to the Jungle,6.9,https://www.imdb.com/title/tt2283362,332403,"Action, Adventure, Comedy, Fantasy","['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan']",119,Movie,None,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","jungle, title-based-on-song, song-in-title, snake, british-actress-playing-american-character, trapped-in-a-game, teenage-girl, mission, avatar, friendship, superhuman-strength, video-game-world, action-hero, helicopter, adventurer",20 Dec 2017,2017,https://m.media-amazon.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt5024912,Insecure,7.9,https://www.imdb.com/title/tt5024912,13545,"Comedy, Romance","['Issa Rae', 'Yvonne Orji', 'Jay Ellis', 'Natasha Rothwell']",30,Series,None,"Follows the awkward experiences and racy tribulations of a modern-day African-American woman.","female-protagonist, female-activist, female-corporate-attorney, large-breasts, bare-breasts, one-male-two-females-threesome, african-american, social-issues, racial-issues, corporate-attorney, middle-school, non-profit, boyfriend-girlfriend-relationship, love-interest, career-woman",09 Oct 2016,2016,https://m.media-amazon.com/images/M/MV5BYmJlZGEyZDctZTA1Yy00MzExLTk0ZWMtMjgwNjAwMGU1ZjRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,None
tt0097216,Do the Right Thing,8.0,https://www.imdb.com/title/tt0097216,93600,"Comedy, Drama","['Danny Aiello', 'Ossie Davis', 'Ruby Dee']",120,Movie,None,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","pizzeria, bedford-stuyvesant-brooklyn-new-york-city, police, pizza, boycott, pizza-delivery, italian-restaurant, boom-box, race-relations, police-brutality, riot, violence, pizza-parlor, frustration, tragicomedy",21 Jul 1989,1989,https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,None
tt3521126,The Disaster Artist,7.4,https://www.imdb.com/title/tt3521126,142201,"Biography, Comedy, Drama","['Dave Franco', 'James Franco', 'Seth Rogen', 'Ari Graynor']",104,Movie,None,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.","friendship, acting, bromance, film-within-a-film, based-on-true-story, bad-acting, behind-the-scenes, making-of, actor, movie-premiere, movie-theater, audition, anger, laughing-audience, filmmaking",08 Dec 2017,2017,https://m.media-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,None
tt5503686,Hustlers,6.3,https://www.imdb.com/title/tt5503686,88536,"Comedy, Crime, Drama","['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']",110,Movie,None,"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.","female-nudity, strip-club, materialism, seduction, lap-dance, drugged-drink, stripper, based-on-true-story, greed, drugs, what-happened-to-epilogue, credit-card, male-nudity, drugging-a-drink, female-protagonist",13 Sep 2019,2019,https://m.media-amazon.com/images/M/MV5BNjM5ZTNiNGMtMDA2OC00MDYyLWEyNzAtOWZmMzFlY2VmOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,None
tt0106004,Frasier,8.1,https://www.imdb.com/title/tt0106004,76014,"Comedy","['Kelsey Grammer', 'Jane Leeves', 'David Hyde Pierce']",22,Series,None,"Dr. Frasier Crane moves back to his hometown of Seattle, where he lives with his father, and works as a radio psychiatrist.","radio-broadcasting, psychiatrist, radio, retired-cop, dating, seattle-washington, dog, jack-russell-terrier, single-mother, physical-therapist, limp, ex-husband-ex-wife-relationship, divorce, coffee-shop, cane",16 Sep 1993,1993,https://m.media-amazon.com/images/M/MV5BNzViNjNkZDktMTE5Yi00NjRmLWEyYTYtZjQ5ZWM5OThlMzJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,None
tt0446029,Scott Pilgrim vs. the World,7.5,https://www.imdb.com/title/tt0446029,391992,"Action, Comedy, Fantasy, Romance","['Michael Cera', 'Kieran Culkin', 'Anna Kendrick', 'Alison Pill']",112,Movie,None,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.","asian-canadian, dream-girl, cult-film, canadian, music-concert, voyeur, rock-band, kiss, lesbianism, ex-girlfriend-ex-girlfriend-relationship, teenage-girl, film-within-a-film, pink-hair, fight, toronto-ontario-canada",13 Aug 2010,2010,https://m.media-amazon.com/images/M/MV5BZDM4Y2Q5ZDUtMTM0NS00YmEyLWFlMGQtYTYwODE3Y2RmMzUwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,None
tt10883124,Dads,6.7,https://www.imdb.com/title/tt10883124,971,"Documentary, Comedy, Family","['Bryce Dallas Howard', 'Ron Howard', 'Judd Apatow']",87,Movie,None,"Director Bryce Dallas Howard teams up with her father, Ron Howard, to explore contemporary fatherhood through anecdotes and wisdom from famous funnymen such as Will Smith, Jimmy Fallon, Neil Patrick Harris, and more.","fatherhood, title-directed-by-female",19 Jun 2020,2019,https://m.media-amazon.com/images/M/MV5BYTYzODU1YTAtZTA3MC00MzMyLWE1NWMtM2JlOGE5ZmU4OWUxXkEyXkFqcGdeQXVyMTY2Nzk0NDY@._V1_SX300.jpg,None
tt7649694,Ramy,8.1,https://www.imdb.com/title/tt7649694,11400,"Comedy, Drama, Romance","['Ramy Youssef', 'Amr Waked', 'Mohammed Amer']",30,Series,None,"In New Jersey, Ramy, son of Egyptian migrants, begins a spiritual journey, divided between his Muslim community, God, and his friends who see endless possibilities.","muslim, mosque, arab-american, dating, spiritual-journey, egyptian-american, new-jersey, character-name-as-series-title, immigrant, family-relationships, adult-son-lives-at-home, xenophobia, disabled-character, uncle, one-word-title",19 Apr 2019,2019,https://m.media-amazon.com/images/M/MV5BYzVhOTJjMTctY2JiYy00ODNiLWFlMjUtMzUxZDYzNGZlZTM5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,None
tt2015381,Guardians of the Galaxy,8.0,https://www.imdb.com/title/tt2015381,1069013,"Action, Adventure, Comedy, Sci-Fi","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel']",121,Movie,None,"A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.","outer-space, bounty-hunter, tree, talking-animal, raccoon, based-on-comic-book, space-travel, female-warrior, escape-from-prison, marvel-cinematic-universe, sony-walkman, cassette-tape, blue-skinned-alien, friendship, self-sacrifice",01 Aug 2014,2014,https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,None
tt0780521,The Princess and the Frog,7.1,https://www.imdb.com/title/tt0780521,129553,"Animation, Adventure, Comedy","['Anika Noni Rose', 'Keith David', 'Oprah Winfrey']",97,Movie,None,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","prince, frog, restaurant, new-orleans-jazz, friendship-between-girls, turned-into-an-animal, fairy-tale, female-protagonist, black-protagonist, frog-prince, dream, waitress, princess, amphibian, firefly",11 Dec 2009,2009,https://m.media-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg,None
tt1131734,Jennifer's Body,5.3,https://www.imdb.com/title/tt1131734,119655,"Comedy, Horror","['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons', 'Adam Brody']",102,Movie,None,"A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?","scene-during-end-credits, cult-film, succubus, scantily-clad-female, lesbian-teen, cannibalism, female-removes-her-clothes, bound-and-gagged, desire, bare-shoulders, titillation, close-up-of-lips, cheerleader, virgin, vampire",18 Sep 2009,2009,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,None
